pairID,premise,hypothesis,explanation,selected_steps,explanation_category,note,Sentence1_Highlighted,Sentence2_Highlighted,gold_label
2289096282.jpg#1r1e,A person rolls down a hill riding a wagon as another watches.,Two people are outside.,A hill is always outside.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},{},entailment
2289096282.jpg#1r1e,A person rolls down a hill riding a wagon as another watches.,Two people are outside.,"Two people are outside, one a person rolling down a hill and other the one watching.","[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"1,10,11","0,3",entailment
2289096282.jpg#1r1e,A person rolls down a hill riding a wagon as another watches.,Two people are outside.,Hills are only found outside.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,5,3,entailment
2289096282.jpg#1r1c,A person rolls down a hill riding a wagon as another watches.,A person stares at an empty hill.,The hill would not be empty if someone was rolling down it.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"2,3,5",5,contradiction
2289096282.jpg#1r1c,A person rolls down a hill riding a wagon as another watches.,A person stares at an empty hill.,The person can't be staring at an empty hill while someone rolls down the hill,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"10,11","5,6",contradiction
2289096282.jpg#1r1c,A person rolls down a hill riding a wagon as another watches.,A person stares at an empty hill.,"If a person watches another person roll down a hill riding a wagon, then it cannot be claimed that the person stares at an empty hill.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"2,3,4,5,6,7,8,0,1","2,3,4,5,6",contradiction
2289096282.jpg#1r1n,A person rolls down a hill riding a wagon as another watches.,A child in a wagon rolls down a hill.,Not necessarily a child in the wagon.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
2289096282.jpg#1r1n,A person rolls down a hill riding a wagon as another watches.,A child in a wagon rolls down a hill.,Just because a person rolls down a hill in a wagon it doesn't mean they are a child.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
2289096282.jpg#1r1n,A person rolls down a hill riding a wagon as another watches.,A child in a wagon rolls down a hill.,Just because it is a person does not mean it is a child.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
3167503189.jpg#2r1n,a boy holding onto the wall of an old brick house's raised foundation.,a boy holding onto the wall of an old brick house's raised foundation as construction occurs,A boy can hold onto the foundation regardless of whether construction is occurring.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},14,neutral
3167503189.jpg#2r1n,a boy holding onto the wall of an old brick house's raised foundation.,a boy holding onto the wall of an old brick house's raised foundation as construction occurs,A boy holding onto the wall does not mean there is construction taking place.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},14,neutral
3167503189.jpg#2r1n,a boy holding onto the wall of an old brick house's raised foundation.,a boy holding onto the wall of an old brick house's raised foundation as construction occurs,Just because the house is old and the foundation is raised does not mean that construction is occurring.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"15,13,14",neutral
3167503189.jpg#2r1c,a boy holding onto the wall of an old brick house's raised foundation.,a girl is leaning against the wall,"a boy is not a girl,holding onto is not leaning against","[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"1,2,3","1,3,4",contradiction
3167503189.jpg#2r1c,a boy holding onto the wall of an old brick house's raised foundation.,a girl is leaning against the wall,A girl is not a boy.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,1,contradiction
3167503189.jpg#2r1c,a boy holding onto the wall of an old brick house's raised foundation.,a girl is leaning against the wall,"If a boy is holding onto something, then it is not possible for him to be be a girl leaning against something.","[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,3,1","3,4,1,2",contradiction
3167503189.jpg#2r1e,a boy holding onto the wall of an old brick house's raised foundation.,a boy is against the wall of a raised foundation,It is basically impossible to hold onto a wall without being against it.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"2,3,5","3,5",entailment
3167503189.jpg#2r1e,a boy holding onto the wall of an old brick house's raised foundation.,a boy is against the wall of a raised foundation,a boy holding onto the raised brick foundation,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"2,3,5,4",3,entailment
3167503189.jpg#2r1e,a boy holding onto the wall of an old brick house's raised foundation.,a boy is against the wall of a raised foundation,Holding onto the wall is a paraphrase of against the wall.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"2,3,4,5","3,4,5",entailment
7523563426.jpg#0r1c,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is from Florida.,Springsteen's pose doesn't imply that he is from Florida.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
7523563426.jpg#0r1c,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is from Florida.,Singing in a dark concert hall does not mean it is in Florida.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
7523563426.jpg#0r1c,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is from Florida.,There is nothing that implies where the concert hall is located or where Bruce Springsteen is from.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},"2,3,4",neutral
7523563426.jpg#0r1e,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is a singer.,"Since Bruce Springsteen is a singer, he is singing.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"6,7","2,3,4",entailment
7523563426.jpg#0r1e,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is a singer.,Springsteen is singing in a concert hall.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"7,11,14,15",1,entailment
7523563426.jpg#0r1e,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is a singer.,"If Bruce is singing in a concert hall, logically Bruce is a singer.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"0,6,7,14,15","0,2,4",entailment
7523563426.jpg#0r1n,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is gay,Bruce Springsteen might not be gay.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},3,neutral
7523563426.jpg#0r1n,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is gay,Singing with one are outstretched does not mean one is gay.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
7523563426.jpg#0r1n,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.",Bruce Springsteen is gay,There is nothing that implies anything about Bruce Springsteen or his sexuality.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},"2,3",neutral
3626642428.jpg#3r1n,Six dogs swimming in a river.,Six dogs swim across the river.,Just because the dogs are swimming in a river does not mean they swim across the river.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3626642428.jpg#3r1n,Six dogs swimming in a river.,Six dogs swim across the river.,Just they swam in the river does not mean they swam across the river.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3626642428.jpg#3r1n,Six dogs swimming in a river.,Six dogs swim across the river.,Just because they are swimming in the river does not mean they are going across the river.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3626642428.jpg#3r1e,Six dogs swimming in a river.,Six dogs are outdoors.,river is an outdoor.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,5,3,entailment
3626642428.jpg#3r1e,Six dogs swimming in a river.,Six dogs are outdoors.,"For the dogs to be in a river, they would have to be outdoors.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"1,5,2","1,3",entailment
3626642428.jpg#3r1e,Six dogs swimming in a river.,Six dogs are outdoors.,If six dogs are swimming in a river it implies that they are outdoors.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"2,5,4,3",3,entailment
3626642428.jpg#3r1c,Six dogs swimming in a river.,The puppies are setting on the couch.,Dogs cannot be swimming and setting at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,2,3,contradiction
3626642428.jpg#3r1c,Six dogs swimming in a river.,The puppies are setting on the couch.,"Answer: Either the dogs are swimming or setting on the couch ,both actions cant be done simultaneously.","[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,2,"3,4,5,6",contradiction
3626642428.jpg#3r1c,Six dogs swimming in a river.,The puppies are setting on the couch.,Puppies can't be setting on couch and swimming in river at same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,5","3,6",contradiction
4859630545.jpg#1r1c,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman have mug shots taken because they have been arrested.,A man and woman cannot be taking selfies if they are having mug shots taken.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"5,6,7,8,9","4,5,6,7",contradiction
4859630545.jpg#1r1c,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman have mug shots taken because they have been arrested.,Themselves and shot taken is contradict.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,9,"7,6",contradiction
4859630545.jpg#1r1c,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman have mug shots taken because they have been arrested.,"If they are taking a picture of themselves, they are not getting mug shots taken.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"7,8,9","5,6,7",contradiction
4859630545.jpg#1r1n,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies while a woman walks by and judges them.,just because a woman walks by a man and a woman taking pictures does not mean she  judges them.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"12,8",neutral
4859630545.jpg#1r1n,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies while a woman walks by and judges them.,Just because someone walks by does not mean judges them.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},12,neutral
4859630545.jpg#1r1n,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies while a woman walks by and judges them.,Just because a woman walks by them does not mean she is judging them.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"11,12,13",neutral
4859630545.jpg#1r1e,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies of themselves.,A man and woman are taking a picture of themselves means taking selfies of themselves.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"5,7,9","1,3,4,5,7",entailment
4859630545.jpg#1r1e,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies of themselves.,Selfies is a rephrasing of the earlier description regarding taking a picture of themselves.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"7,9,1,3","1,3,5",entailment
4859630545.jpg#1r1e,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,A man and woman take selfies of themselves.,"""Taking a picture of yourself"" is a rephrasing of ""taking a selfie"".","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"5,7,6,8,9",5,entailment
288351324.jpg#4r1e,a group of people dancing together.,People are dancing.,"Condensing group using the term ""are""","[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,1,1,entailment
288351324.jpg#4r1e,a group of people dancing together.,People are dancing.,"""People are dancing"" is a way of saying a group of people dancing.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"3,1,4","0,2",entailment
288351324.jpg#4r1e,a group of people dancing together.,People are dancing.,People are dancing because a group of people are dancing together.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"4,5,1,3","0,2",entailment
288351324.jpg#4r1n,a group of people dancing together.,They are doing the tango.,The group dancing doesn't imply they are doing the tango.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"4,2",neutral
288351324.jpg#4r1n,a group of people dancing together.,They are doing the tango.,People can dance together without doing the tango.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
288351324.jpg#4r1n,a group of people dancing together.,They are doing the tango.,Just because people are dancing does not mean they are doing the tango.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"3,4",neutral
288351324.jpg#4r1c,a group of people dancing together.,No one is dancing.,A group of people can't be dancing if no one is dancing.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,"1,0",contradiction
288351324.jpg#4r1c,a group of people dancing together.,No one is dancing.,If a group of people are dancing it is not possible for no one to be dancing.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"1,2,3","0,1",contradiction
288351324.jpg#4r1c,a group of people dancing together.,No one is dancing.,If no one is dancing then a group cannot be dancing.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,"1,0",contradiction
2398915100.jpg#3r1e,Men wearing blue uniforms sit on a bus.,Men sit on the bus.,"""Men sit on the bus."" is a rephrasing of ""Men wearing blue uniforms sit on a bus.""","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"0,4","1,0",entailment
2398915100.jpg#3r1e,Men wearing blue uniforms sit on a bus.,Men sit on the bus.,The men sitting on the bus is wearing a blue uniform.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"2,3","1,4,2,3",entailment
2398915100.jpg#3r1e,Men wearing blue uniforms sit on a bus.,Men sit on the bus.,The men sit on the bus so they must be wearing something,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"0,4,7","0,1,4",entailment
2398915100.jpg#3r1n,Men wearing blue uniforms sit on a bus.,"Men sit on the bus going to work,",Men can wear blue uniforms and not be going to work.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7",neutral
2398915100.jpg#3r1n,Men wearing blue uniforms sit on a bus.,"Men sit on the bus going to work,",Wearing a uniform while sitting on a bus does not mean they are going to work.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7",neutral
2398915100.jpg#3r1n,Men wearing blue uniforms sit on a bus.,"Men sit on the bus going to work,",Just because the men are wearing blue uniforms does not mean they are going to work.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7",neutral
2398915100.jpg#3r1c,Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,Men the sit on a bus could not have drive the bus.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"4,5,6,7","1,2,3",contradiction
2398915100.jpg#3r1c,Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,The men are either sitting on the bus of driving the bus.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,4,6,7","1,2,3",contradiction
2398915100.jpg#3r1c,Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,sit not same as  drive,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,4,1,contradiction
4361879526.jpg#4r1e,Two men climbing on a wooden scaffold.,Two people climbing on a wooden scaffold.,Two men are two people.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"0,1","0,1",entailment
4361879526.jpg#4r1e,Two men climbing on a wooden scaffold.,Two people climbing on a wooden scaffold.,"men are people, therefore 'people' has been used synonymously for 'men'","[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,1,1,entailment
4361879526.jpg#4r1e,Two men climbing on a wooden scaffold.,Two people climbing on a wooden scaffold.,Two men can also be known as two people.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"0,1","0,1",entailment
4361879526.jpg#4r1c,Two men climbing on a wooden scaffold.,Two women climbing on a wooden scaffold.,The men can't be women.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,1,contradiction
4361879526.jpg#4r1c,Two men climbing on a wooden scaffold.,Two women climbing on a wooden scaffold.,Men and women are two different genders.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,1,contradiction
4361879526.jpg#4r1c,Two men climbing on a wooden scaffold.,Two women climbing on a wooden scaffold.,Women are not men.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,1,1,contradiction
4361879526.jpg#4r1n,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,"Climbing a latter does not imply emotional state, sad or otherwise.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
4361879526.jpg#4r1n,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,Men climbing doesn't mean they are sad.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
4361879526.jpg#4r1n,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,There is nothing that implies that the men are sad.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},1,neutral
3335501468.jpg#2r1c,A bird is flapping its wings on the water.,The bird is flying over the trees.,Birds flapping its wings on the water could not have been flying over the trees same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"3,4,5,6,7,8","3,4,5,6",contradiction
3335501468.jpg#2r1c,A bird is flapping its wings on the water.,The bird is flying over the trees.,The bird is either over trees or on water.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"6,7,8","5,4,6",contradiction
3335501468.jpg#2r1c,A bird is flapping its wings on the water.,The bird is flying over the trees.,The bird can either be flapping its wings on the water or flying over the trees. The bird cannot be doing both at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"3,4,5,6,7,8","3,4,5,6",contradiction
3335501468.jpg#2r1n,A bird is flapping its wings on the water.,The duck is swimming in the lake.,Not all birds are ducks.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},{},neutral
3335501468.jpg#2r1n,A bird is flapping its wings on the water.,The duck is swimming in the lake.,Water does not imply lake.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},{},neutral
3335501468.jpg#2r1n,A bird is flapping its wings on the water.,The duck is swimming in the lake.,A bird can be many different types not just a duck.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},1,neutral
3335501468.jpg#2r1n,A bird is flapping its wings on the water.,The duck is swimming in the lake.,Just because there is a bird does not mean it is a duck and just because it is flapping its wings does not mean that it is swimming.  Just because there is water does not mean it is a lake.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"1,2,3,4,5,6",neutral
4928783075.jpg#1r1e,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in a feild.,"When the boy throws a toy plane in the air, he is playing.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"17,18,19,20",4,entailment
4928783075.jpg#1r1e,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in a feild.,Playing is a rephrasing of throwing a toy plane.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"19,20,17,18",4,entailment
4928783075.jpg#1r1e,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in a feild.,"""Throws a toy plane"" can be called playing.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"17,18,19,20",4,entailment
4928783075.jpg#1r1n,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in the field because his mother kicked him out of the house.,Playing in a field does not imply that his mother kicked him out of the house.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"10,11,12,13",neutral
4928783075.jpg#1r1n,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in the field because his mother kicked him out of the house.,Just because a young boy is playing in a field does not mena his mother kicked him out of the house.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"1,2,7,4,10,11,13,16",neutral
4928783075.jpg#1r1n,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing in the field because his mother kicked him out of the house.,middle of the field doesn't mean kicked out,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"16,11",neutral
4928783075.jpg#1r1c,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing video games indoors.,Boy playing video games indoors cannot be in the middle of a field.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"12,15,13,14","5,6,7",contradiction
4928783075.jpg#1r1c,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing video games indoors.,The young boy either stands in the middle of a field and throws a toy plane in the air or he is playing video games indoors.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"9,10,11,12,17,18,19,20,21,22,23","4,5,6,7",contradiction
4928783075.jpg#1r1c,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air.,A young boy is playing video games indoors.,field doesn't mean indoors,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,15,7,contradiction
